#version 1.0
#Date 11-13-2017
1-Oct	mitochondrial intermediate peptidase
nuo-12.3_1	NADH-ubiquinone oxidoreductase subunit, mitochondrial
nuo-14.8	NADH-ubiquinone oxidoreductase 14.8 kDa subunit
nuo-17.8	NADH-ubiquinone oxidoreductase 17.8 kDa subunit mitochondrial
nuo-21	NADH-ubiquinone oxidoreductase subunit, mitochondrial
nuo-21_1	NADH-ubiquinone oxidoreductase 21 kDa subunit mitochondrial
nuo-21_2	NADH-ubiquinone oxidoreductase 21 kDa subunit
nuo-24	NADH-ubiquinone oxidoreductase 24 kDa subunit, mitochondrial
nuo-31	NADH-ubiquinone oxidoreductase 30.4 kDa subunit mitochondrial
nuo-32	NADH-ubiquinone oxidoreductase 29.9 kDa subunit mitochondrial
nuo-40	NADH-ubiquinone oxidoreductase 40 kDa subunit mitochondrial
nuo-49	NADH-ubiquinone oxidoreductase 49 kDa subunit mitochondrial
nuo-51	NADH-ubiquinone oxidoreductase 51 kDa subunit mitochondrial
nuo-78	NADH-ubiquinone oxidoreductase 78 kDa subunit, mitochondrial
nuoB	NADH-quinone oxidoreductase subunit B
nuoE	NADH dehydrogenase (ubiquinone) flavoprotein 2
nuoF	NADH oxidoreductase (quinone), F subunit
nuoG	NADH dehydrogenase (quinone), G subunit
nuor	NADH:ubiquinone oxidoreductase
nup40	nucleoporin Nup40
nup44	nucleoporin Nup44
nup45	Nucleoporin nup45
nup60	nucleoporin Nup60
nup61	nucleoporin Nup61
nup82	nucleoporin Nup82
nup85	nucleoporin Nup85
nup97	nuclear pore complex component nup97
nup107	nucleoporin Nup107
nup120	nucleoporin Nup120
nup124	nucleoporin Nup124
nup131	nucleoporin Nup131
nup132	nucleoporin Nup132
nup146	nucleoporin Nup146
nup155	nucleoporin Nup155
nup184	Nucleoporin nup184
nup186	nucleoporin Nup186
nup189	nucleoporin Nup98 and Nup96
nup211	nucleoporin nup211
nup-9	nucleoporin-9
nupl2	Nucleoporin-like protein 2
nut1	Mediator of RNA polymerase II transcription subunit 5
nut2	mediator complex subunit Med10
nxt1	mRNA export receptor Nxt1
nxt2	nuclear transport factor Nxt2
oar1	3-oxoacyl-reductase 1
obg	GTPase Obg
obp1	Oxysterol-binding protein-like protein 1
obr1	ubiquitinated histone-like protein Uhp1
oca2	serine/threonine protein kinase Oca2
oca2_0	Serine/threonine-protein kinase oca2
oca2_1	Serine/threonine-protein kinase oca2
oca2_2	Serine/threonine-protein kinase oca2
oca2_3	Serine/threonine-protein kinase oca2
och1	alpha-1,6-mannosyltransferase Och1
och-1	initiation-specific alpha-1,6-mannosyltransferase
odc1	ornithine decarboxylase
odr1	oxidoreductase like protein
ods	delta-12 fatty acid desaturase
ofd1	2-oxoglutarate and Fe(II) dioxygenase domain containing protein 1
ofd2	2 OG-Fe(II) oxygenase superfamily protein Ofd2
ogm1	protein O-mannosyltransferase Ogm1
ogm2	protein O-mannosyltransferase Ogm2
ogm4	protein O-mannosyltransferase Ogm4
ogt	Methylated-DNA--protein-cysteine methyltransferase
oli	ATP synthase subunit ATP9
oma1	Mitochondrial metalloendopeptidase OMA1
omh1	O-glycoside alpha-1,2-mannosyltransferase omh1
omh2	O-glycoside alpha-1,2-mannosyltransferase 2
omt7_0	O-methyltransferase 7
omt7_1	O-methyltransferase 7
omtA_0	Sterigmatocystin 8-O-methyltransferase
omtA_1	Sterigmatocystin 8-O-methyltransferase
omtA_2	Sterigmatocystin 8-O-methyltransferase
omtA_3	Sterigmatocystin 8-O-methyltransferase
omtA_4	Sterigmatocystin 8-O-methyltransferase
omtA_5	Sterigmatocystin 8-O-methyltransferase
omtA_6	Sterigmatocystin 8-O-methyltransferase
omtA_7	Sterigmatocystin 8-O-methyltransferase
omtA_8	Sterigmatocystin 8-O-methyltransferase
omtA_9	Sterigmatocystin 8-O-methyltransferase
omtB_0	Demethylsterigmatocystin 6-O-methyltransferase
omtB_1	Demethylsterigmatocystin 6-O-methyltransferase
opgH	Glucans biosynthesis glucosyltransferase H
opt1	oligopeptide transporter 1
opt2	oligopeptide transporter 2
opt3	oligopeptide transporter 3
opt4	oligopeptide transporter 4
opt5	oligopeptide transporter 5
opt6	oligopeptide transporter 6
orb2	p21-activated kinase 1
orb6	serine/threonine protein kinase Orb6
orc1	origin recognition complex subunit Orc1
orc2	Origin recognition complex subunit 2
orc4	Origin recognition complex subunit 4
orc5	origin recognition complex subunit Orc5
orc6	origin recognition complex subunit Orc6
ordA	O-methylsterigmatocystin oxidoreductase
ordA_0	O-methylsterigmatocystin oxidoreductase
ordA_1	O-methylsterigmatocystin oxidoreductase
ordA_2	O-methylsterigmatocystin oxidoreductase
ordA_3	O-methylsterigmatocystin oxidoreductase
ordA_4	O-methylsterigmatocystin oxidoreductase
ordA_5	O-methylsterigmatocystin oxidoreductase
ordA_6	O-methylsterigmatocystin oxidoreductase
ordA_7	O-methylsterigmatocystin oxidoreductase
ordA_8	O-methylsterigmatocystin oxidoreductase
ordA_9	O-methylsterigmatocystin oxidoreductase
ordA_10	O-methylsterigmatocystin oxidoreductase
ordA_11	O-methylsterigmatocystin oxidoreductase
ordA_12	O-methylsterigmatocystin oxidoreductase
ordA_13	O-methylsterigmatocystin oxidoreductase
ordA_14	O-methylsterigmatocystin oxidoreductase
ordA_15	O-methylsterigmatocystin oxidoreductase
ordA_16	O-methylsterigmatocystin oxidoreductase
ordA_17	O-methylsterigmatocystin oxidoreductase
ordA_18	O-methylsterigmatocystin oxidoreductase
ordA_19	O-methylsterigmatocystin oxidoreductase
ordA_20	O-methylsterigmatocystin oxidoreductase
ordA_21	O-methylsterigmatocystin oxidoreductase
ordA_22	O-methylsterigmatocystin oxidoreductase
ordA_23	O-methylsterigmatocystin oxidoreductase
ordA_24	O-methylsterigmatocystin oxidoreductase
ordA_25	O-methylsterigmatocystin oxidoreductase
ordA_26	O-methylsterigmatocystin oxidoreductase
ordA_27	O-methylsterigmatocystin oxidoreductase
ordA_28	O-methylsterigmatocystin oxidoreductase
ordA_29	O-methylsterigmatocystin oxidoreductase
ordA_30	O-methylsterigmatocystin oxidoreductase
ordA_31	O-methylsterigmatocystin oxidoreductase
ordA_32	O-methylsterigmatocystin oxidoreductase
ordA_33	O-methylsterigmatocystin oxidoreductase
ordA_34	O-methylsterigmatocystin oxidoreductase
ordA_35	O-methylsterigmatocystin oxidoreductase
ordA_36	O-methylsterigmatocystin oxidoreductase
ordA_37	O-methylsterigmatocystin oxidoreductase
ordA_38	O-methylsterigmatocystin oxidoreductase
ordA_39	O-methylsterigmatocystin oxidoreductase
ordA_40	O-methylsterigmatocystin oxidoreductase
ordA_41	O-methylsterigmatocystin oxidoreductase
ordA_42	O-methylsterigmatocystin oxidoreductase
ordA_43	O-methylsterigmatocystin oxidoreductase
ordA_44	O-methylsterigmatocystin oxidoreductase
ordA_45	O-methylsterigmatocystin oxidoreductase
ordA_46	O-methylsterigmatocystin oxidoreductase
ordA_47	O-methylsterigmatocystin oxidoreductase
ordA_48	O-methylsterigmatocystin oxidoreductase
ordA_49	O-methylsterigmatocystin oxidoreductase
ordB	dehydrogenase-like protein
orf1	ORF1
orf2	ORF2
orn	Oligoribonuclease
orp1	opsin related protein
os2	OS2 protein
os4	OS4 protein
os5	OS5 protein
os-1	histidine kinase
os-2	mitogen-activated protein kinase
os-4	MAP kinase kinase kinase SskB
os-5	mitogen activated protein kinase kinase, variant
osm1_0	Fumarate reductase
osm1_1	Fumarate reductase
ost3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3
ostA	oligosaccharyltransferase complex subunit alpha (ribophorin I)
ota	ornithine aminotransferase, variant
otaA	ornithine aminotransferase otaA
otsA	alpha,alpha-trehalose-phosphate synthase (UDP-forming)
otsB	trehalose-phosphatase
otu1	ubiquitin-specific cysteine protease, OTU family, Otu1
otu2	ubiquitin specific cysteine protease, OTU family, Otu2
otud6b	OTU domain-containing protein 6B
ovca2	Ovarian cancer-associated gene 2
ovca2_0	Ovarian cancer-associated gene 2 protein
ovca2_1	Ovarian cancer-associated gene 2 protein
ovca2_2	Ovarian cancer-associated gene 2 protein
oxa101	mitochondrial inner membrane translocase Oxa101
oxa102	mitochondrial inner membrane translocase Oxa102
oxa-1	mitochondrial export translocase Oxa1
oxa-2	OXA-2
oxct1	putative succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial
oxd1	CUPIN, Germin, oxalate decarboxylase
oxd2	oxalate decarboxylase
oxd3	oxalate decarboxylase
oxdC_0	Oxalate decarboxylase OxdC
oxdC_1	Oxalate decarboxylase OxdC
oxdC_2	Oxalate decarboxylase OxdC
oxdC_3	Oxalate decarboxylase OxdC
oxdC_4	Oxalate decarboxylase OxdC
oxr1	oxidoreductase
oxr3	oxidoreductase
oxt	Xylosyltransferase oxt
p2ox	Pyranose 2-oxidase
p38b	Mitogen-activated protein kinase 14B
p68	choline dehydrogenase
paa1	protein phosphatase regulatory subunit Paa1
paaF	2,3-dehydroadipyl-CoA hydratase
pab	Para-aminobenzoate synthase
pab1	Protein phosphatase PP2A regulatory subunit B
pab1_0	Protein phosphatase PP2A regulatory subunit B
pab1_1	Polyadenylate-binding protein, cytoplasmic and nuclear
pab1_2	Protein phosphatase PP2A regulatory subunit B
pab2	poly(A) binding protein Pab2
pab-1	Polyadenylate-binding protein cytoplasmic and nuclear
pabaA	para aminobenzoic acid synthetase (Eurofung)
pabp	mRNA export shuttling protein
pac1	Double-strand-specific pac1 ribonuclease
pac2	cAMP-independent regulatory protein Pac2
pac2_0	cAMP-independent regulatory protein pac2
pac2_1	cAMP-independent regulatory protein pac2
pac2_2	cAMP-independent regulatory protein pac2
pac2_3	cAMP-independent regulatory protein pac2
pac2_4	cAMP-independent regulatory protein pac2
pac2_5	cAMP-independent regulatory protein pac2
pacG	Protein pacG
padA_0	Prestalk A differentiation protein A
padA_1	Prestalk A differentiation protein A
paf1	RNA polymerase II-associated factor 1
paf-2	Platelet-activating factor acetylhydrolase 2
paiA	Protease synthase and sporulation negative regulatory protein PAI 1
pak1ip1	p21-activated protein kinase-interacting protein 1-like protein
pakA	Serine/threonine-protein kinase pakA
pakC_0	Serine/threonine-protein kinase pakC
pakC_1	Serine/threonine-protein kinase pakC
palA	palA, pH signal transduction protein
palB	Calpain-like protease palB/RIM13
palC	pH-response regulator protein palC
palF	pH-response regulator protein palF/RIM8
palH	pH-response regulator protein palH/RIM21
palI	pH-response regulator protein palI/RIM9
palc-1	pH-response regulator protein palC
pald1	Paladin
pam1	20S proteasome component beta 6
pam16	Mitochondrial import inner membrane translocase subunit tim16
pam18	Mitochondrial import inner membrane translocase subunit tim14
pamO	Phenylacetone monooxygenase
pan2	PAB-dependent poly(A)-specific ribonuclease subunit pan2
pan3	PAB-dependent poly(A)-specific ribonuclease subunit pan3
pan6	pantoate-beta-alanine ligase
pan-2	3-methyl-2-oxobutanoate hydroxymethyltransferase
pan-3	pantotheic acid-3 protein, variant
pan-4	pantoate-beta-alanine ligase
panB	3-methyl-2-oxobutanoatehydroxymethyltransferase
panC	Pantothenate synthetase
panC_0	Pantothenate synthetase
panC_1	Pantothenate synthetase
panF	Sodium/pantothenate symporter
pao1	polyamine oxidase1, flavin-containing amine oxidoreductase
pap1	AP-1-like transcription factor
papA	proline iminopeptidase
par1	protein phosphatase regulatory subunit Par1
par2	protein phosphatase regulatory subunit Par2
par-1	Serine/threonine-protein kinase par-1
park7	Protein deglycase DJ-1zDJ-1
parl	Presenilins-associated rhomboid-like protein mitochondrial
parl_0	Presenilins-associated rhomboid-like protein, mitochondrial
parl_1	Presenilins-associated rhomboid-like protein, mitochondrial
parn_0	Poly(A)-specific ribonuclease PARN
parn_1	Poly(A)-specific ribonuclease PARN
parp	polymerase 2 ADP-ribosyltransferase 2
pas1	G1/S-specific cyclin pas1
pas1_0	G1/S-specific cyclin pas1
pas1_1	G1/S-specific cyclin pas1
pas1_2	G1/S-specific cyclin pas1
pas1_3	G1/S-specific cyclin pas1
pas1_4	G1/S-specific cyclin pas1
pas1_5	G1/S-specific cyclin pas1
pas1_6	G1/S-specific cyclin pas1
patA	Calcium-transporting ATPase PAT1
pbd-1	RSC complex subunit
pbn1	Protein pbn1
pbn-1	Protein pbn-1
pbpE	Penicillin-binding protein 4*
pbsA	MAP kinase kinase (Eurofung)
pbsA2	Heme oxygenase 2
pca1	metacaspase Pca1
pca-1	proteasome subunit alpha type 6
pca-2	20S proteasome subunit Y7
pca-3	proteasome component Y13
pca-4	proteasome component PRE6, variant
pca-5	proteasome component PUP2
pca-6	proteasome component PRE5
pcaB	3-carboxy-cis,cis-muconate cycloisomerase
pcaC	4-carboxymuconolactone decarboxylase
pcb-1	proteasome component PRE3
pcb-2	proteasome subunit beta type 7
pcb-3	proteasome component PUP3
pcb-4	proteasome component C11
pcb-5	proteasome component PRE2
pcb-6	proteasome component C5
pcb-7	20S proteasome subunit
pcd	Phenmedipham hydrolase
pcf1	CAF assembly factor (CAF-1) complex large subunit Pcf1
pcf2	CAF assembly factor (CAF-1) complex subunit B, Pcf2
pcf3	CAF assembly factor (CAF-1) complex subunit C, Pcf3
pch1	Cyclin pch1
pch1_0	Cyclin pch1
pch1_1	Cyclin pch1
pck1	Protein kinase C-like 1
pck2	protein kinase C (PKC)-like Pck2
pck-1	Phosphoenolpyruvate carboxykinase [ATP]
pckA	phosphoenolpyruvate carboxykinase (ATP)
pcl1	ferrous iron transporter Pcl1
pcm1	P-TEFb-cap methyltransferase Pcm1
pcmt	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
pcn	proliferating cell nuclear antigen
pcn1	DNA polymerase delta processivity factor
pcn1_0	Proliferating cell nuclear antigen
pcn1_1	Proliferating cell nuclear antigen
pco-1	purine utilization positive regulator
pcp1	pericentrin Pcp1
pcpB_0	Pentachlorophenol 4-monooxygenase
pcpB_1	Pentachlorophenol 4-monooxygenase
pcpB_2	Pentachlorophenol 4-monooxygenase
pcpB_3	Pentachlorophenol 4-monooxygenase
pcpB_4	Pentachlorophenol 4-monooxygenase
pcr1	transcription factor Pcr1
pcs1	Monopolin complex subunit pcs1
pct1	RNA 5'-triphosphatase
pctA	ethanolamine-phosphate cytidylyltransferase
pctA_0	Ethanolamine-phosphate cytidylyltransferase
pctA_1	Ethanolamine-phosphate cytidylyltransferase
pcu4	cullin 4
pda1	Pyruvate dehydrogenase E1 component subunit alpha mitochondrial
pda1_0	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
pda1_1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
pdb1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial
pdbA	pyruvate dehydrogenase E1 B-subunit
pdc1	pyruvate decarboxylase-like protein
pdcA	Pyruvate decarboxylase
pdf1	palmitoyl protein thioesterase-dolichol pyrophosphate phosphatase fusion 1
pdh1	DUF1751 family protein
pdh1_0	Pyranose dehydrogenase
pdh1_1	Pyranose dehydrogenase 1
pdh1_2	Pyranose dehydrogenase 1
pdh1_3	Pyranose dehydrogenase 1
pdh1_4	Pyranose dehydrogenase 1
pdh1_5	Pyranose dehydrogenase
pdh1_6	Pyranose dehydrogenase 1
pdh1_7	Pyranose dehydrogenase
pdh1_8	Pyranose dehydrogenase 1
pdh1_9	Pyranose dehydrogenase 1
pdh1_10	Pyranose dehydrogenase
pdh1_11	Pyranose dehydrogenase
pdh1_12	Pyranose dehydrogenase
pdh1_13	Pyranose dehydrogenase 1
pdh3_0	Pyranose dehydrogenase 3
pdh3_1	Pyranose dehydrogenase 3
pdh3_2	Pyranose dehydrogenase 3
pdh3_3	Pyranose dehydrogenase 3
pdh3_4	Pyranose dehydrogenase 3
pdh3_5	Pyranose dehydrogenase 3
pdh3_6	Pyranose dehydrogenase 3
pdh3_7	Pyranose dehydrogenase 3
pdh3_8	Pyranose dehydrogenase 3
pdh3_9	Pyranose dehydrogenase 3
pdh3_10	Pyranose dehydrogenase 3
pdh3_11	Pyranose dehydrogenase 3
pdh3_12	Pyranose dehydrogenase 3
pdh3_13	Pyranose dehydrogenase 3
pdh3_14	Pyranose dehydrogenase 3
pdh3_15	Pyranose dehydrogenase 3
pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit
pdi1	disulfide isomerase PDI1 protein
pdp1	PWWP domain protein Pdp1
pdp2	PWWP domain-containing protein2
pdp2_0	PWWP domain-containing protein2
pdp2_1	PWWP domain-containing protein2
pdp3	PWWP domain-containing protein 3
pdr1	ABC transporter Pdr1
pds5	cohesin-associated protein Pds5
pds5/bimD/spo76	PDS5/BimD/ Spo76 protein
pdt1	Nramp family manganese ion transporter
pdt1_0	Manganese transporter pdt1
pdt1_1	Manganese transporter pdt1
pduF	Propanediol diffusion facilitator
pdx-1	pyridoxine 1
pdx-2	pyridoxine 2
pdx-3	glycerol-3-phosphate phosphatase 1
pdx-4	pyridoxamine 5'-phosphate oxidase
pdxH	pyridoxamine 5'-phosphate oxidase
pdxT	Glutamine amidotransferase subunit pdxT
ped	(S)-1-Phenylethanol dehydrogenase
pef1	Pho85/PhoA-like cyclin-dependent kinase Pef1
pef-1	EF hand domain-containing protein, variant
peg1	CLASP family microtubule-associated protein
pek1	MAP kinase kinase Pek1
pelA	putative pectin lyase A
pelB	polysaccharide lyase family 1 protein
pelo	Protein pelota
penDE	Acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase 40 kDa form
penE	Pentalenolactone D synthase
pep	ubiquinol-cytochrome-c reductase subunit beta
pep1	Aspartic protease pep1
pep2	Vacuolar protease A
pep4	vacuolar protease A
pep7	Vacuolar segregation protein pep7
pep12	SNARE Pep12
pep-4	Vacuolar protease A
pepF	Serine-type carboxypeptidase F
pepP	putative Xaa-Pro aminopeptidase pepP
per1	amino acid permease
per-1	polyketide synthase
pet117	Pet117 cytochrome c oxidase assembly protein
pet127	mRNA degradation protein pet127 mitochondrial
petA	ubiquinol-cytochrome c reductase, iron-sulfur subunit
pex1	peroxisome biosynthesis protein
pex2	peroxisomal biogenesis factor 2
pex2_0	Peroxisome biogenesis factor 2
pex2_1	Peroxisome biogenesis factor 2
pex3	peroxisomal membrane protein
pex4	ubiquitin conjugating enzyme
pex5	peroxisomal targeting signal receptor Pex5
pex7	Peroxisomal targeting signal 2 receptor
pex8	peroxin 8
pex10	RING-1
pex11	peroxisomal biogenesis factor, variant
pex12	peroxisome assembly protein 12
pex13	peroxisomal membrane protein
pex14	peroxisomal membrane anchor protein
pex16	Peroxisome biogenesis factor 16
pex19	peroxin
pex20	peroxisome biogenesis factor 20
pex24	peroxin-24 Pex24-Penicillium chrysogenum, variant
pex26	peroxin-26 Pex26-Penicillium chrysogenum
pex31	peroxisomal membrane protein PEX31, variant 2
pex33	PEX33
pfa3	Palmitoyltransferase pfa3
pfa4	Palmitoyltransferase pfa4
pfa5	Palmitoyltransferase pfa5
pfa-3	Palmitoyltransferase PFA3
pfdA	prefoldin, alpha subunit
pfh1	DNA repair and recombination protein
pfh1_0	ATP-dependent DNA helicase pfh1
pfh1_1	ATP-dependent DNA helicase pfh1
pfh1_2	ATP-dependent DNA helicase pfh1
pfk1	6-phosphofructokinase
pfk1_0	ATP-dependent 6-phosphofructokinase
pfk1_1	ATP-dependent 6-phosphofructokinase
pfkA	PFKA 6-phosphofructokinase
pfs2	WD repeat protein Pfs2
pfs-2	Polyadenylation factor subunit 2
pgaB	polygalacturonase
pgaE	polygalacturonase
pgd1	6-phosphogluconate dehydrogenase, decarboxylating
pgdA	Peptidoglycan deacetylase
pgdA_0	Peptidoglycan-N-acetylglucosamine deacetylase
pgdA_1	Peptidoglycan-N-acetylglucosamine deacetylase
pgdA_2	Peptidoglycan-N-acetylglucosamine deacetylase
pgdA_3	Peptidoglycan-N-acetylglucosamine deacetylase
pgdA_4	Peptidoglycan-N-acetylglucosamine deacetylase
pgg1	Polygalacturonase
pggt1b	Geranylgeranyl transferase type-1 subunit beta
pgi-1	Glucose-6-phosphate isomerase
pgiA	Glucose-6-phosphate isomerase
pgk	phosphoglycerate kinase
pgl	6-phosphogluconolactonase
pgmA	Phosphoglucomutase
pgmB	phosphoglucomutase
pgn1	glycoside hydrolase family 28 protein
pgp1	mitochondrial metallopeptidase involved in genome maintenance Pgp1
pgp2	metallopeptidase Pgp2
pgr1	mitochondrial glutathione reductase Pgr1
pgt1	glutathione transporter Pgt1
pgt1_0	Glutathione transporter 1
pgt1_1	Glutathione transporter 1
pgt1_2	Glutathione transporter 1
ph7	Na or K P-type ATPase
pha2	phrenate dehydratase
phacA	Phenylacetate 2-hydroxylase
phacB	3-hydroxyphenylacetate 6-hydroxylase
phacB_0	3-hydroxyphenylacetate 6-hydroxylase
phacB_1	3-hydroxyphenylacetate 6-hydroxylase
phacB_2	3-hydroxyphenylacetate 6-hydroxylase
phacB_3	3-hydroxyphenylacetate 6-hydroxylase
phd1	Histone deacetylase phd1
